1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
654, extreme_hills, minecraft:snowy_slopes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
655, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
656, extreme_hills, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
657, extreme_hills, minecraft:snowy_slopes, CREATURE, finsandtails:wherble, 5, 2, 6
658, extreme_hills, minecraft:snowy_slopes, CREATURE, balloonbox:balloon, 5, 1, 1
659, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:drygmy, 5, 1, 2
660, extreme_hills, minecraft:snowy_slopes, CREATURE, cnb:yeti, 5, 2, 3
661, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
662, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
663, extreme_hills, minecraft:snowy_slopes, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
664, extreme_hills, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
665, extreme_hills, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
666, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
667, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
668, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
669, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
670, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
671, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
672, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
673, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
674, extreme_hills, minecraft:frozen_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
675, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
676, extreme_hills, minecraft:frozen_peaks, CREATURE, finsandtails:wherble, 5, 2, 6
677, extreme_hills, minecraft:frozen_peaks, CREATURE, balloonbox:balloon, 5, 1, 1
678, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:drygmy, 5, 1, 2
679, extreme_hills, minecraft:frozen_peaks, CREATURE, cnb:yeti, 5, 2, 3
680, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
681, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
682, extreme_hills, minecraft:frozen_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
683, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
684, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
685, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
686, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
687, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
688, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
689, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
690, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
691, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
692, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
693, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
694, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 5, 1, 3
695, extreme_hills, minecraft:jagged_peaks, CREATURE, finsandtails:wherble, 5, 2, 6
696, extreme_hills, minecraft:jagged_peaks, CREATURE, balloonbox:balloon, 5, 1, 1
697, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:drygmy, 5, 1, 2
698, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
699, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
700, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
701, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
702, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
703, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
704, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
705, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
706, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
707, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
708, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 5, 1, 4
709, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
710, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
711, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
712, extreme_hills, minecraft:stony_peaks, CREATURE, balloonbox:balloon, 5, 1, 1
713, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:drygmy, 5, 1, 2
714, extreme_hills, minecraft:stony_peaks, CREATURE, environmental:yak, 8, 2, 4
715, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
716, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
717, extreme_hills, minecraft:stony_peaks, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
718, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
719, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
720, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
721, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
722, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
723, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
724, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
725, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
726, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
727, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
728, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
729, river, minecraft:river, CREATURE, environmental:duck, 5, 1, 2
730, river, minecraft:river, CREATURE, ars_nouveau:drygmy, 5, 1, 2
731, river, minecraft:river, CREATURE, cnb:little_grebe, 35, 2, 3
732, river, minecraft:river, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
733, river, minecraft:river, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
734, river, minecraft:river, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
735, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
736, river, minecraft:river, AMBIENT, crittersandcompanions:dragonfly, 6, 1, 1
737, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
738, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
739, river, minecraft:river, WATER_CREATURE, crittersandcompanions:otter, 5, 3, 5
740, river, minecraft:river, WATER_CREATURE, babyfat:ranchu, 5, 2, 4
741, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
742, river, minecraft:river, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
743, river, minecraft:river, WATER_AMBIENT, crittersandcompanions:koi_fish, 5, 2, 5
744, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
745, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
746, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
747, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
748, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
749, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
750, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
751, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
752, river, minecraft:frozen_river, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
753, river, minecraft:frozen_river, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
754, river, minecraft:frozen_river, CREATURE, finsandtails:wherble, 5, 2, 6
755, river, minecraft:frozen_river, CREATURE, ars_nouveau:drygmy, 5, 1, 2
756, river, minecraft:frozen_river, CREATURE, ecologics:penguin, 5, 4, 5
757, river, minecraft:frozen_river, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
758, river, minecraft:frozen_river, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
759, river, minecraft:frozen_river, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
760, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
761, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
762, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
763, river, minecraft:frozen_river, WATER_CREATURE, babyfat:ranchu, 5, 2, 4
764, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
765, river, minecraft:frozen_river, WATER_AMBIENT, upgrade_aquatic:pike, 20, 1, 2
766, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
767, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
768, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
769, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
770, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
771, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
772, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
773, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
774, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
775, beach, minecraft:beach, CREATURE, minecraft:turtle, 5, 2, 5
776, beach, minecraft:beach, CREATURE, finsandtails:penglil, 5, 3, 5
777, beach, minecraft:beach, CREATURE, finsandtails:rubber_belly_glider, 5, 1, 2
778, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy, 5, 1, 2
779, beach, minecraft:beach, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
780, beach, minecraft:beach, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
781, beach, minecraft:beach, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
782, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
783, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
784, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
785, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
786, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
787, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
788, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
789, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
790, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
791, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
792, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 75, 2, 2
793, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
794, beach, minecraft:snowy_beach, CREATURE, finsandtails:penglil, 5, 3, 5
795, beach, minecraft:snowy_beach, CREATURE, finsandtails:rubber_belly_glider, 5, 1, 2
796, beach, minecraft:snowy_beach, CREATURE, finsandtails:wherble, 5, 2, 6
797, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:drygmy, 5, 1, 2
798, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
799, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
800, beach, minecraft:snowy_beach, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
801, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
802, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
803, none, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
804, none, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
805, none, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
806, none, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
807, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
808, none, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
809, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
810, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
811, none, minecraft:stony_shore, CREATURE, ars_nouveau:drygmy, 5, 1, 2
812, none, minecraft:stony_shore, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
813, none, minecraft:stony_shore, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
814, none, minecraft:stony_shore, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
815, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
816, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
817, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
818, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
819, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
820, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
821, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
822, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
823, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
824, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
825, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 1, 1
826, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
827, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
828, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
829, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
830, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
831, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
832, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
833, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
834, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
835, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
836, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
837, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
838, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
839, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 64, 1, 4
840, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 8, 1, 1
841, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
842, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
843, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
844, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
845, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
846, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
847, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
848, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
849, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 1, 1
850, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
851, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
852, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
853, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
854, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
855, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
856, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
857, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
858, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
859, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
860, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
861, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
862, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
863, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
864, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
865, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
866, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
867, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
868, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
869, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
870, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
871, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
872, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
873, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 1, 1
874, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
875, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
876, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
877, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
878, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
879, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
880, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
881, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 8, 1, 4
882, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
883, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 8, 3, 6
884, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
885, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
886, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
887, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
888, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
889, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
890, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
891, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
892, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
893, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
894, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
895, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
896, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
897, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
898, ocean, minecraft:ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
899, ocean, minecraft:ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
900, ocean, minecraft:ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
901, ocean, minecraft:ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
902, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
903, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
904, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
905, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
906, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
907, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
908, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
909, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 5, 1, 1
910, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
911, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
912, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
913, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
914, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
915, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
916, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
917, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
918, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 5, 1, 1
919, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
920, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
921, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
922, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
923, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
924, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
925, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
926, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
927, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
928, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
929, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
930, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 5, 1, 1
931, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
932, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
933, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
934, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
935, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
936, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
937, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
938, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
939, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
940, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
941, ocean, minecraft:cold_ocean, CREATURE, finsandtails:wherble, 5, 2, 6
942, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
943, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
944, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
945, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
946, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
947, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
948, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
949, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
950, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
951, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
952, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
953, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
954, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
955, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
956, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
957, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
958, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
