1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
942, none, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
943, none, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
944, none, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
945, none, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
946, none, minecraft:stony_shore, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
947, none, minecraft:stony_shore, CREATURE, ars_nouveau:drygmy, 5, 1, 2
948, none, minecraft:stony_shore, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
949, none, minecraft:stony_shore, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
950, none, minecraft:stony_shore, CREATURE, feywild:autumn_pixie, 5, 1, 1
951, none, minecraft:stony_shore, CREATURE, feywild:spring_pixie, 5, 1, 1
952, none, minecraft:stony_shore, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
953, none, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
954, none, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
955, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
956, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
957, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
958, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
959, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
960, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
961, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
962, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
963, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 0, 1
964, ocean, minecraft:warm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
965, ocean, minecraft:warm_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
966, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
967, ocean, minecraft:warm_ocean, CREATURE, feywild:summer_pixie, 5, 1, 1
968, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
969, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
970, ocean, minecraft:warm_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
971, ocean, minecraft:warm_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
972, ocean, minecraft:warm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
973, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
974, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
975, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
976, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
977, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
978, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
979, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
980, ocean, minecraft:warm_ocean, WATER_AMBIENT, upgrade_aquatic:lionfish, 15, 1, 1
981, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 64, 1, 4
982, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 8, 1, 1
983, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
984, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
985, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
986, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
987, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
988, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
989, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
990, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
991, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 0, 1
992, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
993, ocean, minecraft:lukewarm_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
994, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
995, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
996, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
997, ocean, minecraft:lukewarm_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
998, ocean, minecraft:lukewarm_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
999, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1000, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1001, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1002, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
1003, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1004, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1005, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1006, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1007, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
1008, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
1009, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
1010, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1011, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1012, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1013, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1014, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1015, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1016, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1017, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1018, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:ocean_creeper, 1, 0, 1
1019, ocean, minecraft:deep_lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1020, ocean, minecraft:deep_lukewarm_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1021, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1022, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1023, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1024, ocean, minecraft:deep_lukewarm_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1025, ocean, minecraft:deep_lukewarm_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1026, ocean, minecraft:deep_lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1027, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1028, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1029, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 8, 1, 4
1030, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1031, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 8, 3, 6
1032, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
1033, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1034, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
1035, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 3
1036, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 6, 1, 1
1037, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1038, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1039, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1040, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1041, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1042, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1043, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1044, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1045, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
1046, ocean, minecraft:ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1047, ocean, minecraft:ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1048, ocean, minecraft:ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1049, ocean, minecraft:ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1050, ocean, minecraft:ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1051, ocean, minecraft:ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1052, ocean, minecraft:ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1053, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1054, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1055, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1056, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1057, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1058, ocean, minecraft:ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
1059, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
1060, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 5, 1, 1
1061, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1062, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1063, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1064, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1065, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1066, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1067, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1068, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1069, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1070, ocean, minecraft:deep_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1071, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1072, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1073, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1074, ocean, minecraft:deep_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1075, ocean, minecraft:deep_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1076, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1077, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1078, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1079, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1080, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1081, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1082, ocean, minecraft:deep_ocean, WATER_AMBIENT, upgrade_aquatic:nautilus, 50, 1, 4
1083, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 32, 1, 2
1084, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 5, 1, 1
1085, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1086, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1087, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1088, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1089, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1090, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1091, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1092, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1093, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1094, ocean, minecraft:cold_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
1095, ocean, minecraft:cold_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1096, ocean, minecraft:cold_ocean, CREATURE, finsandtails:wherble, 5, 2, 6
1097, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1098, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1099, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1100, ocean, minecraft:cold_ocean, CREATURE, feywild:winter_pixie, 5, 1, 1
1101, ocean, minecraft:cold_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1102, ocean, minecraft:cold_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1103, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1104, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1105, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1106, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1107, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1108, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1109, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1110, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1111, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1112, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1113, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1114, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1115, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1116, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1117, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1118, ocean, minecraft:deep_cold_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
1119, ocean, minecraft:deep_cold_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1120, ocean, minecraft:deep_cold_ocean, CREATURE, finsandtails:wherble, 5, 2, 6
1121, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1122, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1123, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1124, ocean, minecraft:deep_cold_ocean, CREATURE, feywild:winter_pixie, 5, 1, 1
1125, ocean, minecraft:deep_cold_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1126, ocean, minecraft:deep_cold_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1127, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1128, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1129, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1130, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1131, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1132, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1133, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1134, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1135, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1136, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1137, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1138, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1139, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1140, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1141, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1142, ocean, minecraft:frozen_ocean, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1143, ocean, minecraft:frozen_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
1144, ocean, minecraft:frozen_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1145, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 5, 1, 2
1146, ocean, minecraft:frozen_ocean, CREATURE, finsandtails:wherble, 5, 2, 6
1147, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1148, ocean, minecraft:frozen_ocean, CREATURE, ecologics:penguin, 5, 4, 5
1149, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1150, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1151, ocean, minecraft:frozen_ocean, CREATURE, feywild:winter_pixie, 5, 1, 1
1152, ocean, minecraft:frozen_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1153, ocean, minecraft:frozen_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1154, ocean, minecraft:frozen_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1155, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1156, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1157, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1158, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1159, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1160, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1161, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1162, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1163, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1164, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1165, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1166, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1167, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1168, ocean, minecraft:deep_frozen_ocean, MONSTER, upgrade_aquatic:thrasher, 10, 1, 2
1169, ocean, minecraft:deep_frozen_ocean, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1170, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 5, 1, 2
1171, ocean, minecraft:deep_frozen_ocean, CREATURE, finsandtails:wherble, 5, 2, 6
1172, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1173, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1174, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1175, ocean, minecraft:deep_frozen_ocean, CREATURE, feywild:winter_pixie, 5, 1, 1
1176, ocean, minecraft:deep_frozen_ocean, CREATURE, feywild:autumn_pixie, 5, 1, 1
1177, ocean, minecraft:deep_frozen_ocean, CREATURE, feywild:spring_pixie, 5, 1, 1
1178, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1179, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1180, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1181, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1182, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1183, none, minecraft:mushroom_fields, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1184, none, minecraft:mushroom_fields, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1185, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
1186, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1187, none, minecraft:mushroom_fields, CREATURE, cnb:lizard, 10, 1, 4
1188, none, minecraft:mushroom_fields, CREATURE, creeperoverhaul:mushroom_creeper, 10, 1, 2
1189, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1190, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1191, none, minecraft:mushroom_fields, CREATURE, feywild:autumn_pixie, 5, 1, 1
1192, none, minecraft:mushroom_fields, CREATURE, feywild:spring_pixie, 5, 1, 1
1193, none, minecraft:mushroom_fields, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1194, none, minecraft:mushroom_fields, CREATURE, cnb:sporeling, 20, 3, 5
1195, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1196, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1197, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1198, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1199, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1200, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1201, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1202, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1203, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1204, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
1205, none, minecraft:dripstone_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1206, none, minecraft:dripstone_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
1207, none, minecraft:dripstone_caves, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1208, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1209, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1210, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1211, none, minecraft:dripstone_caves, CREATURE, feywild:autumn_pixie, 5, 1, 1
1212, none, minecraft:dripstone_caves, CREATURE, feywild:spring_pixie, 5, 1, 1
1213, none, minecraft:dripstone_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1214, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1215, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1216, none, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1217, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
1218, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1219, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1220, none, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1221, none, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1222, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1223, none, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1224, none, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 75, 2, 2
1225, none, minecraft:lush_caves, MONSTER, feywild:dwarf_blacksmith, 5, 1, 1
1226, none, minecraft:lush_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1227, none, minecraft:lush_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1228, none, minecraft:lush_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1229, none, minecraft:lush_caves, CREATURE, feywild:autumn_pixie, 5, 1, 1
1230, none, minecraft:lush_caves, CREATURE, feywild:spring_pixie, 5, 1, 1
1231, none, minecraft:lush_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1232, none, minecraft:lush_caves, CREATURE, cnb:sporeling, 60, 3, 5
1233, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1234, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1235, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1236, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
